Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
173;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.357.110;ESPECIALISTA DIGITAL;22;21/02/2020;;13/04/2023;
174;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.443.210;ESPECIALISTA DIGITAL;22;23/09/2020;;24/12/2022;
175;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.195.610;ESPECIALISTA DIGITAL;20;22/05/2022;;22/04/2023;
176;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.110.510;AUX. OPERADOR/A INFORMOTICA;0;01/12/2021;;09/07/2022;
177;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.410;GBTE. ESTRATOGICO;27;14/04/2022;;29/08/2022;
178;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.810;DP. TECNICO;26;24/09/2020;;12/12/2022;
179;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.410;DP. TECNICO;26;01/12/2020;;11/08/2022;
180;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.042.210;TITULADO/A GRADO MEDIO;18;11/03/2022;;21/02/2023;21/03/2025
181;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.898.310;TITULADO/A GRADO MEDIO;18;02/08/2022;;02/03/2023;
182;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.510;DP. TECNICO;26;15/11/2020;;22/04/2022;
183;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.897.610;TITULADO/A GRADO MEDIO;18;21/07/2022;;05/09/2022;
184;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.142.510;AYUDANTE TIC;15;30/01/2021;;22/07/2022;
185;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.355.510;SV. ANALOTICA Y GOBIERNO DEL DATO;28;20/07/2021;;22/02/2022;
186;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.659.710;CONSEJERO/A TECNICO/A;30;28/12/2020;;12/11/2021;
187;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.910;DP. TECNICO;26;19/06/2020;;14/05/2021;
188;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.710;DP. TECNICO;26;04/05/2021;;19/09/2021;
189;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.388.110;DP. TECNICO;26;03/10/2021;;05/06/2022;
190;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.388.210;DP. TECNICO;26;28/08/2020;;28/03/2022;
191;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.210;DP. TECNICO;26;07/12/2020;;03/09/2021;
192;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.574.710;CONSEJERO/A TECNICO/A;28;01/03/2022;;14/03/2022;
193;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.010;DP. TECNICO;26;14/04/2021;;15/08/2022;
194;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.510;DP. TECNICO;26;08/01/2022;;01/03/2022;
195;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.438.910;DP. TECNICO;26;10/12/2020;;03/12/2022;
196;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.010;DP. TECNICO;26;04/04/2020;;13/06/2022;
197;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.710;DP. TECNICO;26;19/05/2020;;03/06/2022;
198;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.010;DP. TECNICO;26;16/06/2020;;07/02/2023;
199;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.910;DP. TECNICO;26;16/06/2022;;12/03/2023;
200;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.310;DP. TECNICO;26;03/02/2022;;27/01/2023;
201;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.610;DP. TECNICO;26;05/06/2020;;10/10/2022;
202;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.900.410;AYUDANTE TIC;15;11/04/2022;;04/12/2022;
203;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.900.210;AYUDANTE TIC;15;27/09/2020;;26/11/2021;24/01/2026
204;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;168.210;AYUDANTE TIC;15;07/03/2021;;08/04/2022;
205;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.421.610;AYUDANTE TIC;15;10/04/2021;;11/07/2021;
206;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.324.310;TITULADO/A SUPERIOR;22;13/02/2022;;07/04/2022;
207;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.910;DP. TECNICO;26;27/03/2022;;23/04/2022;
208;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.410;DP. TECNICO;26;09/11/2020;;15/11/2022;
209;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.425.610;DP. TECNICO;26;24/12/2021;;24/01/2023;
210;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.373.210;DP. TECNICO;26;03/12/2020;;21/12/2022;
211;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.710;DP. TECNICO;26;22/01/2022;;07/08/2022;
212;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.610;DP. TECNICO;26;25/11/2020;;06/03/2022;
213;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.010;DP. TECNICO;26;31/05/2021;;13/02/2023;
214;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.110;DP. TECNICO;26;01/05/2022;;19/08/2022;
215;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.810;DP. TECNICO;26;19/11/2022;;16/08/2023;
216;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.510;DP. TECNICO;26;26/12/2021;;18/07/2022;
217;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.438.510;DP. TECNICO;26;04/02/2022;;01/08/2022;
218;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.710;DP. TECNICO;26;04/08/2020;;09/05/2022;
219;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.610;DP. TECNICO;26;15/09/2020;;11/03/2022;
220;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.510;DP. TECNICO;26;08/03/2021;;20/12/2022;
221;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.210;DP. TECNICO;26;02/05/2020;;22/01/2023;
222;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.210;DP. TECNICO;26;14/06/2021;;14/08/2022;
223;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.010;DP. TECNICO;26;05/04/2021;;14/04/2022;
224;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.810;DP. TECNICO;26;04/11/2020;;08/03/2022;
225;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.110;DP. TECNICO;26;25/10/2021;;04/10/2022;
226;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.010;DP. TECNICO;26;29/10/2022;;04/08/2023;
227;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.210;DP. TECNICO;26;08/03/2022;;17/10/2022;
228;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.810;DP. TECNICO;26;21/03/2021;;29/11/2022;
229;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.910;DP. TECNICO;26;30/12/2020;;11/01/2023;
230;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.210;DP. TECNICO;26;17/11/2022;;27/04/2023;
231;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.438.810;DP. TECNICO;26;19/08/2021;;15/05/2022;
232;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.910;DP. TECNICO;26;11/07/2020;;25/06/2022;
233;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.910;DP. TECNICO;26;14/07/2020;;10/07/2022;
234;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.410;DP. TECNICO;26;14/11/2022;;15/11/2022;
235;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.110;DP. TECNICO;26;25/06/2021;;06/07/2022;
236;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.353.410;SV. PLANIF. Y MEDICION DE RESULTADOS;28;22/07/2022;;03/10/2022;
237;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.324.510;TITULADO/A SUPERIOR;22;21/12/2021;;18/02/2023;
238;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.324.410;TITULADO/A SUPERIOR;22;17/08/2021;;16/01/2023;
239;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.605.010;AYUDANTE TIC;16;11/05/2021;;31/07/2022;
240;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.980.510;GESTION SERVICIOS TECNOLOGICOS;25;03/12/2021;;11/09/2022;
241;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.099.810;GESTION SERVICIOS TECNOLOGICOS;25;05/09/2020;;03/05/2023;
242;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.449.210;GESTION SERVICIOS TECNOLOGICOS;25;22/07/2022;;28/07/2022;
243;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.355.010;SV. GESTION DEL CAMBIO;28;06/04/2020;;16/11/2021;
244;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.110.710;AUX. OPERADOR/A INFORMOTICA;0;13/03/2020;;10/04/2021;
245;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.774.610;GESTION SERVICIOS TECNOLOGICOS;25;15/03/2020;;04/06/2021;
246;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;70.510;DP. TECNICO;26;04/03/2021;;16/02/2022;
247;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.110.910;AUX. OPERADOR/A INFORMOTICA;0;25/01/2021;;26/06/2021;
248;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.299.010;GESTION SERVICIOS TECNOLOGICOS;25;07/09/2022;;12/07/2023;
249;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.420.510;GESTION SERVICIOS TECNOLOGICOS;25;05/01/2020;;28/04/2021;
250;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.858.110;GESTION SERVICIOS TECNOLOGICOS;25;03/09/2020;;08/03/2021;
251;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.383.010;GESTION SERVICIOS TECNOLOGICOS;25;19/09/2021;;12/01/2022;
252;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;492.610;ASESOROA TOCNICA;23;05/09/2022;;05/03/2023;
253;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.099.910;ASESOROA TOCNICA;23;27/03/2021;;12/08/2022;
254;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.579.610;AYUDANTE TIC;15;20/10/2020;;04/12/2021;
255;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.452.610;AYUDANTE TIC;15;04/07/2020;;10/12/2021;
256;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.604.910;GESTION SERVICIOS TECNOLOGICOS;25;11/11/2022;;11/11/2022;
257;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.733.610;GESTION SERVICIOS TECNOLOGICOS;25;22/06/2022;;20/02/2023;
258;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.449.310;ASESOROA TOCNICA;23;16/04/2020;;27/11/2022;
259;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.384.010;GESTION SERVICIOS TECNOLOGICOS;25;26/04/2022;;22/03/2023;
260;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.144.410;GESTION SERVICIOS TECNOLOGICOS;25;16/10/2022;;05/04/2023;
261;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.207.910;GESTION SERVICIOS TECNOLOGICOS;25;15/02/2020;;23/05/2021;
262;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;815.810;GESTION SERVICIOS TECNOLOGICOS;25;18/12/2021;;11/01/2022;
263;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.653.410;ASESOROA TOCNICA;23;14/02/2022;;29/08/2022;
264;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.524.710;ASESOROA TOCNICA;23;04/07/2022;;19/01/2023;
265;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.831.310;GESTION SERVICIOS TECNOLOGICOS;25;06/01/2021;;16/10/2021;
266;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.510;GBTE. ESTRATOGICO;27;07/03/2020;;16/01/2021;
267;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.020.610;GBTE. ESTRATOGICO;26;08/11/2022;;18/04/2023;
268;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.629.110;DP. TECNICO;26;27/04/2022;15/08/2023;12/07/2022;01/11/2022
269;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.805.410;GESTION SERVICIOS TECNOLOGICOS;25;11/09/2020;;09/08/2022;02/07/2023
270;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.689.110;DP. TECNICO;26;30/12/2020;;20/02/2022;
271;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.402.210;GESTION SERVICIOS TECNOLOGICOS;25;25/07/2022;;30/03/2023;
272;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.099.710;GESTION SERVICIOS TECNOLOGICOS;25;17/01/2021;;22/02/2022;
273;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.900.810;AYUDANTE TIC;15;27/10/2020;;02/05/2021;
274;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.110;DP. TECNICO;26;14/04/2020;;25/04/2020;
275;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.710;DP. TECNICO;26;31/08/2020;;22/06/2021;01/07/2023
276;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.710;DP. TECNICO;26;01/04/2022;;02/08/2022;
277;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.210;DP. TECNICO;26;13/04/2022;;25/04/2022;
278;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.042.310;TITULADO/A GRADO MEDIO;18;27/05/2020;;09/05/2022;
279;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.430.710;GBTE. ESTRATOGICO;27;09/06/2022;;05/05/2023;
280;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.421.610;CONSEJERO/A TECNICO/A;28;08/05/2020;;24/07/2021;
281;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.386.910;GBTE. ESTRATOGICO;27;08/03/2022;;05/07/2022;
282;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.386.810;SV. COORDINACION ORGANIZACION PERIFORICA;28;14/06/2020;;24/01/2022;
283;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;10.953.810;AYUDANTE TIC;15;11/08/2022;;28/08/2022;01/01/2024
284;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.100.210;AYUDANTE TIC;15;23/07/2022;;25/12/2022;
285;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.310;DP. TECNICO;26;09/09/2020;;03/05/2021;
286;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.425.810;DP. TECNICO;26;09/10/2020;;01/01/2021;
287;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.410;DP. TECNICO;26;14/08/2020;;21/12/2021;
288;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.610;DP. TECNICO;26;17/05/2022;;20/06/2022;
289;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.510;DP. TECNICO;26;20/11/2021;;29/06/2022;
290;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.310;DP. TECNICO;26;21/07/2022;;05/10/2022;
291;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.810;DP. TECNICO;26;20/01/2021;;05/07/2021;
292;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.310;DP. TECNICO;26;12/10/2022;;23/03/2023;
293;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.110;DP. TECNICO;26;14/06/2020;;11/01/2021;
294;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.110;DP. TECNICO;26;19/08/2022;;26/10/2022;24/02/2025
295;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;20.101.110;DP. TECNICO;26;06/07/2020;;28/06/2021;
296;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.510;DP. TECNICO;26;27/08/2021;;22/11/2021;
297;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.110;DP. TECNICO;26;07/04/2021;;02/06/2021;
298;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.410;DP. TECNICO;26;17/12/2022;;24/02/2023;
299;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.310;DP. TECNICO;26;06/09/2020;;25/05/2021;
300;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.710;DP. TECNICO;26;24/01/2022;;19/07/2022;
301;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.610;DP. TECNICO;26;12/02/2021;;20/04/2022;
302;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.438.710;DP. TECNICO;26;15/11/2020;;04/01/2021;
303;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.210;DP. TECNICO;26;04/08/2022;17/02/2026;11/09/2022;12/05/2025
304;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.310;DP. TECNICO;26;11/02/2021;;12/12/2021;
305;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.610;DP. TECNICO;26;10/10/2022;;07/06/2023;10/12/2023
306;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.010;DP. TECNICO;26;12/01/2020;;22/06/2020;
307;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.438.610;DP. TECNICO;26;13/12/2020;;13/06/2021;
308;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.431.810;DP. TECNICO;26;23/11/2021;;14/11/2022;
309;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.810;DP. TECNICO;26;20/07/2020;;25/04/2021;
310;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.410;DP. TECNICO;26;04/04/2022;;23/12/2022;
311;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.010;DP. TECNICO;26;30/12/2020;;03/02/2021;
312;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.510;DP. TECNICO;26;24/12/2020;;24/06/2021;
313;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.210;DP. TECNICO;26;30/01/2020;;09/08/2021;
314;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.910;DP. TECNICO;26;13/09/2021;;06/06/2022;
315;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.310;GBTE. ESTRATOGICO;27;18/08/2022;;10/09/2022;
316;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.582.610;AYUDANTE TIC;16;16/08/2020;05/10/2022;26/08/2022;14/09/2022
317;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.364.710;AYUDANTE TIC;18;06/06/2020;;18/12/2022;
318;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.053.310;AYUDANTE TIC;16;18/07/2021;;07/03/2022;
319;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.606.310;AYUDANTE TIC;16;30/09/2020;;20/11/2021;
320;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;815.910;AYUDANTE TIC;16;30/09/2022;;02/01/2023;
321;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.461.120;AYUDANTE TIC;16;25/01/2020;;20/08/2020;
322;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.810;DP. TECNICO;26;26/09/2020;;13/12/2022;
323;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.324.710;TITULADO/A SUPERIOR;22;28/04/2021;;17/08/2021;
324;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.830.510;AYUDANTE TIC;16;16/03/2021;;14/06/2022;
325;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.144.510;AYUDANTE TIC;16;11/01/2022;;04/10/2022;
