Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
166;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.610;DP. TECNICO;26;29/03/2024;;19/02/2021;
167;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.388.010;DP. TECNICO;26;08/01/2022;;01/04/2022;
168;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.320;AUXILIAR TIC;14;22/02/2022;16/09/2022;14/09/2025;14/10/2025
169;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.934.310;GESTION SERVICIOS TECNOLOGICOS;25;25/12/2024;;25/01/2023;
170;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.220;AUXILIAR TIC;14;01/08/2024;10/02/2025;06/12/2020;08/02/2023
171;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.357.210;ESPECIALISTA DIGITAL;22;18/07/2020;19/01/2024;31/12/2024;
172;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.702.010;ESPECIALISTA DIGITAL;20;04/01/2020;;06/01/2021;
173;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.357.110;ESPECIALISTA DIGITAL;22;13/05/2020;09/06/2023;23/01/2026;
174;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.443.210;ESPECIALISTA DIGITAL;22;02/11/2020;05/10/2022;04/06/2023;
175;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.195.610;ESPECIALISTA DIGITAL;20;22/06/2022;;16/02/2026;
176;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.110.510;AUX. OPERADOR/A INFORMOTICA;0;29/05/2023;;27/08/2022;
177;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.410;GBTE. ESTRATOGICO;27;05/11/2020;19/09/2023;01/07/2023;
178;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.810;DP. TECNICO;26;30/12/2025;;30/09/2021;
179;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.410;DP. TECNICO;26;27/12/2022;;26/05/2021;
180;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.042.210;TITULADO/A GRADO MEDIO;18;19/07/2022;;16/12/2020;
181;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.898.310;TITULADO/A GRADO MEDIO;18;23/12/2025;;11/10/2023;
182;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.510;DP. TECNICO;26;25/01/2021;;09/06/2022;
183;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.897.610;TITULADO/A GRADO MEDIO;18;14/11/2021;;27/04/2023;
184;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.142.510;AYUDANTE TIC;15;31/10/2021;;30/03/2020;
185;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.355.510;SV. ANALOTICA Y GOBIERNO DEL DATO;28;04/07/2020;;19/09/2022;
186;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.659.710;CONSEJERO/A TECNICO/A;30;14/05/2025;;13/12/2020;
187;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.910;DP. TECNICO;26;06/11/2025;26/01/2026;09/02/2022;
188;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.710;DP. TECNICO;26;24/01/2021;01/10/2025;01/10/2023;
189;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.388.110;DP. TECNICO;26;30/04/2023;;15/10/2025;30/12/2025
190;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.388.210;DP. TECNICO;26;19/09/2022;03/05/2025;25/09/2022;
191;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.210;DP. TECNICO;26;10/02/2025;14/02/2026;23/08/2023;01/05/2024
192;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.574.710;CONSEJERO/A TECNICO/A;28;14/07/2021;;25/09/2020;
193;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.010;DP. TECNICO;26;17/03/2022;31/05/2022;27/03/2023;
194;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.510;DP. TECNICO;26;06/02/2024;10/11/2025;06/12/2022;18/04/2024
195;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.438.910;DP. TECNICO;26;16/01/2021;07/08/2023;16/06/2024;
196;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.010;DP. TECNICO;26;03/07/2022;20/11/2023;13/10/2021;26/09/2024
197;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.710;DP. TECNICO;26;17/08/2023;19/07/2024;24/07/2021;
198;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.010;DP. TECNICO;26;24/07/2022;;05/02/2025;
199;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.910;DP. TECNICO;26;27/06/2020;13/04/2022;14/11/2025;
200;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.310;DP. TECNICO;26;16/12/2021;14/02/2022;27/12/2021;02/09/2025
201;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.610;DP. TECNICO;26;15/10/2025;04/02/2026;16/07/2024;
202;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.900.410;AYUDANTE TIC;15;12/07/2020;;06/08/2023;
203;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.900.210;AYUDANTE TIC;15;23/08/2022;30/10/2022;10/02/2024;
204;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;168.210;AYUDANTE TIC;15;03/06/2021;29/03/2022;21/07/2022;
205;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.421.610;AYUDANTE TIC;15;18/10/2021;12/12/2021;28/10/2021;19/08/2025
206;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.324.310;TITULADO/A SUPERIOR;22;15/12/2022;27/09/2025;28/01/2025;01/05/2025
207;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.910;DP. TECNICO;26;29/12/2020;01/01/2024;01/08/2025;
208;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.410;DP. TECNICO;26;29/12/2024;;26/10/2023;
209;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.425.610;DP. TECNICO;26;21/10/2023;;30/04/2020;
210;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.373.210;DP. TECNICO;26;29/12/2024;;09/05/2025;
211;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.710;DP. TECNICO;26;14/09/2024;16/07/2025;17/04/2024;
212;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.610;DP. TECNICO;26;24/01/2023;20/01/2024;11/02/2024;
213;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.010;DP. TECNICO;26;12/07/2025;12/12/2025;12/09/2021;14/05/2025
214;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.110;DP. TECNICO;26;04/06/2022;30/10/2022;11/06/2025;
215;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.810;DP. TECNICO;26;17/02/2024;;03/06/2021;
216;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.510;DP. TECNICO;26;18/10/2024;;11/09/2024;
217;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.438.510;DP. TECNICO;26;30/08/2020;;15/11/2021;
218;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.710;DP. TECNICO;26;15/07/2023;25/02/2025;15/10/2023;
219;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.610;DP. TECNICO;26;25/12/2025;;05/03/2020;
220;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.510;DP. TECNICO;26;05/08/2023;30/01/2025;20/07/2023;
221;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.210;DP. TECNICO;26;07/09/2020;;12/11/2025;
222;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.210;DP. TECNICO;26;13/12/2023;;18/01/2020;
223;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.010;DP. TECNICO;26;07/03/2020;;23/06/2023;09/03/2025
224;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.810;DP. TECNICO;26;09/03/2020;;28/08/2023;
225;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.110;DP. TECNICO;26;19/01/2026;24/01/2026;25/06/2023;
226;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.010;DP. TECNICO;26;19/08/2021;;07/06/2023;
227;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.210;DP. TECNICO;26;10/11/2020;;05/07/2025;02/11/2025
228;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.810;DP. TECNICO;26;17/12/2024;07/07/2025;28/12/2023;
229;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.910;DP. TECNICO;26;11/03/2022;13/07/2023;09/02/2025;
230;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.210;DP. TECNICO;26;25/09/2022;05/03/2025;22/10/2022;
231;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.438.810;DP. TECNICO;26;08/06/2022;08/04/2025;12/12/2020;
232;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.910;DP. TECNICO;26;01/01/2024;06/01/2024;21/01/2021;23/05/2024
233;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.910;DP. TECNICO;26;02/11/2025;31/12/2025;23/09/2023;
234;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.410;DP. TECNICO;26;28/07/2020;25/12/2021;06/11/2025;
235;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.110;DP. TECNICO;26;08/06/2020;31/01/2023;07/03/2020;
236;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.353.410;SV. PLANIF. Y MEDICION DE RESULTADOS;28;07/11/2020;28/01/2023;11/05/2020;
237;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.324.510;TITULADO/A SUPERIOR;22;16/06/2020;;21/09/2024;
238;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.324.410;TITULADO/A SUPERIOR;22;03/06/2022;07/10/2025;13/12/2020;
239;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.605.010;AYUDANTE TIC;16;02/05/2024;19/08/2025;01/09/2020;
240;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.980.510;GESTION SERVICIOS TECNOLOGICOS;25;11/01/2020;;16/03/2024;14/07/2025
241;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.099.810;GESTION SERVICIOS TECNOLOGICOS;25;04/01/2022;;17/06/2022;
242;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.449.210;GESTION SERVICIOS TECNOLOGICOS;25;23/04/2022;11/01/2024;05/03/2023;
243;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.355.010;SV. GESTION DEL CAMBIO;28;23/03/2023;12/02/2025;18/11/2024;
244;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.110.710;AUX. OPERADOR/A INFORMOTICA;0;16/03/2023;;06/08/2022;02/06/2023
245;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.774.610;GESTION SERVICIOS TECNOLOGICOS;25;21/08/2025;;11/09/2020;
246;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;70.510;DP. TECNICO;26;18/11/2022;;11/02/2020;22/11/2023
247;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.110.910;AUX. OPERADOR/A INFORMOTICA;0;13/01/2024;;07/12/2024;
248;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.299.010;GESTION SERVICIOS TECNOLOGICOS;25;07/08/2020;09/05/2025;02/08/2024;
249;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.420.510;GESTION SERVICIOS TECNOLOGICOS;25;25/06/2024;23/12/2025;18/01/2022;
250;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.858.110;GESTION SERVICIOS TECNOLOGICOS;25;07/04/2022;03/04/2024;06/07/2023;
251;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.383.010;GESTION SERVICIOS TECNOLOGICOS;25;10/05/2024;09/12/2024;10/09/2025;
252;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;492.610;ASESOROA TOCNICA;23;01/11/2022;07/06/2023;27/05/2022;
253;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.099.910;ASESOROA TOCNICA;23;08/12/2025;05/02/2026;13/03/2023;
254;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.579.610;AYUDANTE TIC;15;07/11/2023;;09/07/2023;
255;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.452.610;AYUDANTE TIC;15;06/02/2023;15/05/2024;09/01/2022;
256;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.604.910;GESTION SERVICIOS TECNOLOGICOS;25;06/07/2023;12/08/2025;04/05/2025;
257;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.733.610;GESTION SERVICIOS TECNOLOGICOS;25;18/02/2024;;06/09/2023;
258;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.449.310;ASESOROA TOCNICA;23;01/06/2021;;12/09/2020;
259;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.384.010;GESTION SERVICIOS TECNOLOGICOS;25;15/10/2022;;06/11/2024;14/12/2024
260;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.144.410;GESTION SERVICIOS TECNOLOGICOS;25;01/10/2022;19/11/2022;03/08/2022;10/09/2023
261;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.207.910;GESTION SERVICIOS TECNOLOGICOS;25;14/07/2024;30/01/2026;30/12/2020;
262;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;815.810;GESTION SERVICIOS TECNOLOGICOS;25;21/02/2021;09/07/2025;19/04/2022;
263;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.653.410;ASESOROA TOCNICA;23;25/06/2021;;15/01/2024;
264;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.524.710;ASESOROA TOCNICA;23;18/04/2025;;04/12/2023;18/07/2025
265;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.831.310;GESTION SERVICIOS TECNOLOGICOS;25;12/02/2024;27/08/2024;11/11/2024;
266;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.510;GBTE. ESTRATOGICO;27;03/01/2021;;10/02/2022;
267;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.020.610;GBTE. ESTRATOGICO;26;10/01/2024;08/02/2024;23/04/2020;
268;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.629.110;DP. TECNICO;26;16/12/2021;10/12/2024;23/07/2024;
269;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.805.410;GESTION SERVICIOS TECNOLOGICOS;25;03/12/2025;;25/08/2024;
270;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.689.110;DP. TECNICO;26;26/12/2023;;01/01/2021;
271;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.402.210;GESTION SERVICIOS TECNOLOGICOS;25;06/08/2020;;14/09/2020;
272;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.099.710;GESTION SERVICIOS TECNOLOGICOS;25;03/10/2025;08/01/2026;26/06/2024;
273;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.900.810;AYUDANTE TIC;15;29/06/2023;15/12/2024;20/01/2022;
274;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.110;DP. TECNICO;26;21/09/2022;;14/05/2020;
275;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.710;DP. TECNICO;26;26/03/2023;25/02/2024;27/05/2021;11/01/2023
276;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.710;DP. TECNICO;26;07/04/2024;09/02/2025;11/04/2025;
277;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.210;DP. TECNICO;26;03/01/2026;30/01/2026;29/06/2025;
278;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.042.310;TITULADO/A GRADO MEDIO;18;19/07/2021;27/05/2023;08/07/2022;
279;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.430.710;GBTE. ESTRATOGICO;27;10/09/2021;09/08/2024;18/03/2022;
280;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.421.610;CONSEJERO/A TECNICO/A;28;31/03/2023;;18/08/2024;
281;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.386.910;GBTE. ESTRATOGICO;27;06/09/2024;23/08/2025;29/04/2022;
282;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.386.810;SV. COORDINACION ORGANIZACION PERIFORICA;28;28/08/2023;24/01/2024;14/12/2021;03/07/2025
283;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;10.953.810;AYUDANTE TIC;15;22/05/2024;;10/12/2023;
284;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.100.210;AYUDANTE TIC;15;22/09/2022;;05/03/2021;18/11/2021
285;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.310;DP. TECNICO;26;12/04/2020;;08/07/2022;18/04/2023
286;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.425.810;DP. TECNICO;26;19/11/2021;;06/12/2025;
287;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.410;DP. TECNICO;26;26/06/2022;;24/12/2021;
288;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.610;DP. TECNICO;26;07/01/2025;22/12/2025;08/01/2023;
289;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.510;DP. TECNICO;26;22/04/2022;23/01/2024;16/10/2021;
290;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.310;DP. TECNICO;26;08/11/2022;;03/06/2021;21/05/2025
291;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.810;DP. TECNICO;26;27/07/2025;21/12/2025;20/02/2023;
292;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.310;DP. TECNICO;26;15/03/2022;;03/09/2021;
293;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.110;DP. TECNICO;26;08/09/2020;18/10/2025;18/04/2020;08/01/2021
294;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.110;DP. TECNICO;26;28/03/2024;;25/10/2020;
295;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;20.101.110;DP. TECNICO;26;03/01/2024;;06/04/2022;
296;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.510;DP. TECNICO;26;22/03/2021;30/05/2025;26/06/2021;
297;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.110;DP. TECNICO;26;06/01/2024;10/03/2024;20/05/2020;
298;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.410;DP. TECNICO;26;05/09/2020;13/02/2026;05/01/2025;
299;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.426.310;DP. TECNICO;26;21/05/2020;22/09/2024;22/08/2022;23/03/2025
300;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.710;DP. TECNICO;26;11/01/2025;;09/02/2023;
301;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.427.610;DP. TECNICO;26;09/08/2022;14/03/2024;20/01/2025;
302;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.438.710;DP. TECNICO;26;29/06/2025;;22/09/2020;
303;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.210;DP. TECNICO;26;18/09/2021;;01/02/2020;
304;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.428.310;DP. TECNICO;26;02/08/2022;;09/03/2025;02/06/2025
305;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.610;DP. TECNICO;26;08/09/2023;;17/04/2020;22/05/2020
306;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.010;DP. TECNICO;26;20/07/2021;;24/10/2025;
307;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.438.610;DP. TECNICO;26;27/12/2023;;28/10/2021;
308;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.431.810;DP. TECNICO;26;03/04/2022;;18/04/2024;
309;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.439.810;DP. TECNICO;26;22/12/2021;26/03/2023;04/06/2024;
310;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.441.410;DP. TECNICO;26;29/07/2022;;03/07/2022;
311;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.010;DP. TECNICO;26;30/05/2024;;02/06/2020;
